Tourist Attraction,Restaurant Name,Restaurant Link,Address,Restaurant Website,Hotline,Email,Ranking,Opening and Closing hours,Rating,Food Rating,Service Rating,Value Rating,Atmosphere Rating,Reviewers,Description,Min Price,Max Price,Cuisines,Meal,Special Diets,Features,Image URL
Bình Định,Bốn Mùa - Fourseasons Quy Nhơn,https://www.tripadvisor.com/Restaurant_Review-g608528-d26145480-Reviews-B_n_Mua_Fourseasons_Quy_Nhon-Quy_Nhon_Binh_Dinh_Province.html,"Xuân Diệu Trần Phú, Quy Nhon 55100 Vietnam",nan,nan,nan,nan,"Sun: 7:00 AM - 10:30 PM, Mon: 7:00 AM - 10:30 PM, Tue: 7:00 AM - 10:30 PM, Wed: 7:00 AM - 10:30 PM, Thu: 7:00 AM - 10:30 PM, Fri: 7:00 AM - 10:30 PM, Sat: 7:00 AM - 10:30 PM",nan,nan,nan,nan,nan,nan,"Four Seasons Four Seasons Quy Nhon Restaurant & Coffee - A destination for every experience. Here, you not only enjoy great cuisine on the strait with a 360-degree panoramic view of the sea, but also many entertainment activities: bartending performance, live music, fire dance,... Diverse menu rich and quality, attentive service. It will be ideal for your meeting, birthday party, beach wedding, event....",nan,nan,nan,"Breakfast, Lunch, Dinner, Brunch, Drinks",nan,nan,nan
Bình Định,Nhà Hàng Hải Sản Quy Nhơn Alaska,https://www.tripadvisor.com/Restaurant_Review-g608528-d25569036-Reviews-Nha_Hang_H_i_S_n_Quy_Nhon_Alaska-Quy_Nhon_Binh_Dinh_Province.html,"9 Nguyễn Trung Tín, Nguyễn Văn Cừ, Quy Nhon 55113 Vietnam",nan,+84 91 363 03 77,nhahangalaska09@gmail.com,nan,"Sun: 7:00 AM - 10:00 PM, Mon: 7:00 AM - 10:00 PM, Tue: 7:00 AM - 10:00 PM, Wed: 7:00 AM - 10:00 PM, Thu: 7:00 AM - 10:00 PM, Fri: 7:00 AM - 10:00 PM, Sat: 7:00 AM - 10:00 PM",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"Breakfast, Lunch, Dinner, Drinks",nan,nan,nan
Bình Định,Hải Sản Biển Ngọc,https://www.tripadvisor.com/Restaurant_Review-g608528-d23287846-Reviews-H_i_S_n_Bi_n_Ng_c-Quy_Nhon_Binh_Dinh_Province.html,"210 Xuân Diệu, Quy Nhon 5000 Vietnam",http://www.facebook.com/bienngoc2018,+84 90 354 90 39,nan,nan,"Sun: 12:00 AM - 11:59 PM, Mon: 12:00 AM - 11:59 PM, Tue: 12:00 AM - 11:59 PM, Wed: 12:00 AM - 11:59 PM, Thu: 12:00 AM - 11:59 PM, Fri: 12:00 AM - 11:59 PM, Sat: 12:00 AM - 11:59 PM",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"Breakfast, Lunch, Dinner",nan,nan,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/ad/70/cd/tom-hum-h-p.jpg?w=900&h=500&s=1
Bình Định,Vuon Pho,https://www.tripadvisor.com/Restaurant_Review-g608528-d17347790-Reviews-Vuon_Pho-Quy_Nhon_Binh_Dinh_Province.html,"82 Xuan Dieu, Quy Nhon 590000 Vietnam",https://www.facebook.com/vuonpho82/,+84 97 964 85 77,huynqgcs16500@fpt.edu.vn,nan,nan,nan,nan,nan,nan,nan,nan,We have seafood. The view front of beach. the price is not expencive. Waiters and Waitest are friendly and enthusiasm,1.0,8.0,nan,nan,nan,nan,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/7d/a5/9c/the-restaurant-s-inside.jpg?w=900&h=500&s=1
Bình Định,Check In Quan,https://www.tripadvisor.com/Restaurant_Review-g608528-d13557122-Reviews-Check_In_Quan-Quy_Nhon_Binh_Dinh_Province.html,"155 Nguyen Thai Hoc, Quy Nhon Vietnam",nan,+84 90 648 49 68,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Bình Định,Pon's kitchen Bai Xep,https://www.tripadvisor.com/Restaurant_Review-g25325970-d27176037-Reviews-Pon_s_kitchen_Bai_Xep-Bai_Xep_Quy_Nhon_Binh_Dinh_Province.html,"KV1 Bãi Xếp,phường Ghềnh Ráng, Quy Nhơn Nhà tranh lá,sân vườn, Bai Xep, Quy Nhon Vietnam",nan,+84 815 022 181,phongdearc@gmail.com,nan,"Sun: 8:15 AM - 8:15 PM, Mon: 8:15 AM - 8:15 PM, Tue: 8:15 AM - 8:15 PM, Wed: 8:15 AM - 8:15 PM, Thu: 8:15 AM - 8:15 PM, Fri: 8:15 AM - 8:15 PM, Sat: 8:15 AM - 8:15 PM",nan,nan,nan,nan,nan,nan,Thức ăn tươi được nấu khi có khách đặt .( tối đa 20 phút ) phục vụ các món ăn truyền thống việt nam và cả thức ăn thuần chay .,nan,nan,nan,"Breakfast, Lunch, Dinner, Brunch, Drinks",nan,nan,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/63/28/66/khong-gian-nha-hang-va.jpg?w=900&h=500&s=1
Bình Định,Sen Garden Restaurant,https://www.tripadvisor.com/Restaurant_Review-g608528-d15661357-Reviews-Sen_Garden_Restaurant-Quy_Nhon_Binh_Dinh_Province.html,"QL1D, Ghenh Rang, Quy Nhon 590000 Vietnam",nan,+84 90 638 82 25,nan,#68 of 128 Restaurants in Quy Nhon,"Sun: 12:00 AM - 11:59 PM, Mon: 12:00 AM - 11:59 PM, Tue: 12:00 AM - 11:59 PM, Wed: 12:00 AM - 11:59 PM, Thu: 12:00 AM - 11:59 PM, Fri: 12:00 AM - 11:59 PM, Sat: 12:00 AM - 11:59 PM",5.0,nan,nan,nan,nan,1 review,nan,nan,nan,nan,"Breakfast, Lunch, Dinner",nan,nan,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/d5/b5/d9/excellent.jpg?w=900&h=500&s=1
Bình Định,Nhà Hàng Âu Viêt 86,https://www.tripadvisor.com/Restaurant_Review-g608528-d26612517-Reviews-Nha_Hang_Au_Viet_86-Quy_Nhon_Binh_Dinh_Province.html,"86 An Duong Vuong P Nguyen van su, Quy Nhon Vietnam",nan,+84 90 998 05 86,nguyensu1603@gmail.com,nan,"Sun: 10:00 AM - 10:00 PM, Mon: 10:00 AM - 10:00 PM, Tue: 10:00 AM - 10:00 PM, Wed: 10:00 AM - 10:00 PM, Thu: 10:00 AM - 10:00 PM, Fri: 10:00 AM - 10:00 PM, Sat: 10:00 AM - 10:00 PM",nan,nan,nan,nan,nan,nan,Restaurant,nan,nan,nan,"Lunch, Dinner, Brunch, Drinks",nan,"Outdoor Seating, Street Parking, Wheelchair Accessible, Serves Alcohol, Wine and Beer, Cash Only, Free Wifi",nan
Bình Định,Ventosa Coffee & Tea,https://www.tripadvisor.com/Restaurant_Review-g608528-d15009293-Reviews-Ventosa_Coffee_Tea-Quy_Nhon_Binh_Dinh_Province.html,"16 Pham Ngoc Thach, Quy Nhon 590000 Vietnam",http://V-coffee.vn,+84 98 462 09 09,ventosacoffee@gmail.com,nan,"Sun: 6:00 AM - 10:00 PM, Mon: 6:00 AM - 10:00 PM, Tue: 6:00 AM - 10:00 PM, Wed: 6:00 AM - 10:00 PM, Thu: 6:00 AM - 10:00 PM, Fri: 6:00 AM - 10:00 PM, Sat: 6:00 AM - 10:00 PM",nan,nan,nan,nan,nan,nan,"A coffee shop stay at central with 20+ dogs Alaska, Samoyed, Golden, Corgi, Beagle, Husky, Poodle standard, Pug, Basset hound, Cocker Spanish,... 432m2 with private room and public room, have private place for play and take photos with dogs. Food and drinks delicious, special and quite pricey. Service all day from 6am to 10pm. Help travelers all information about Quynhon City, live, apartments, jobs...",0.0,2.0,nan,"Breakfast, Lunch, Dinner",nan,nan,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/cd/d2/88/delicious-foods.jpg?w=900&h=500&s=1
Bình Định,Nghia Ghe,https://www.tripadvisor.com/Restaurant_Review-g608528-d10201351-Reviews-Nghia_Ghe-Quy_Nhon_Binh_Dinh_Province.html,"19 Vo Dinh Tu Near Dam Market, Quy Nhon Vietnam",nan,+84 56 3816 093,nan,#78 of 128 Restaurants in Quy Nhon,nan,3.0,nan,nan,nan,nan,1 review,nan,nan,nan,nan,nan,nan,nan,nan
Bình Định,Nhà Hàng Lộc Biển,https://www.tripadvisor.com/Restaurant_Review-g608528-d25575237-Reviews-Nha_Hang_L_c_Bi_n-Quy_Nhon_Binh_Dinh_Province.html,"48 Xuân Diệu, Quy Nhon Vietnam",nan,+84 93 542 33 29,nan,nan,"Sun: 10:00 AM - 11:00 PM, Mon: 10:00 AM - 11:00 PM, Tue: 10:00 AM - 11:00 PM, Wed: 10:00 AM - 11:00 PM, Thu: 10:00 AM - 11:00 PM, Fri: 10:00 AM - 11:00 PM, Sat: 10:00 AM - 11:00 PM",nan,nan,nan,nan,nan,nan,Chuyên hải sản tươi sống Nhà hàng mang phong cách santorini,nan,nan,nan,"Lunch, Dinner",nan,nan,nan
Bình Định,Nhà Hàng Sơn Tùng,https://www.tripadvisor.com/Restaurant_Review-g608528-d25577735-Reviews-Nha_Hang_Son_Tung-Quy_Nhon_Binh_Dinh_Province.html,"Cầu Hà Thanh 4 Đường Quy Nhơn - Nhơn Hội, Quy Nhon 5900000 Vietnam",nan,+84 93 511 13 49,nhstmi93@gmail.com,nan,"Sun: 9:00 AM - 10:00 PM, Mon: 9:00 AM - 10:00 PM, Tue: 9:00 AM - 10:00 PM, Wed: 9:00 AM - 10:00 PM, Thu: 9:00 AM - 10:00 PM, Fri: 9:00 AM - 10:00 PM, Sat: 9:00 AM - 10:00 PM",nan,nan,nan,nan,nan,nan,Nhà hàng nổi Hải sản Tươi sống,nan,nan,nan,"Breakfast, Lunch, Dinner",nan,nan,nan
Bình Định,Hải sản Quy Nhơn -104 Xuân Diệu,https://www.tripadvisor.com/Restaurant_Review-g608528-d26813615-Reviews-H_i_s_n_Quy_Nhon_104_Xuan_Di_u-Quy_Nhon_Binh_Dinh_Province.html,"104 Xuân Diệu, Quy Nhon Vietnam",nan,+84 795 633 367,thutran2604@gmail.com,nan,"Sun: 10:00 AM - 11:00 PM, Mon: 10:00 AM - 11:00 PM, Tue: 10:00 AM - 11:00 PM, Wed: 10:00 AM - 11:00 PM, Thu: 10:00 AM - 11:00 PM, Fri: 10:00 AM - 1:00 AM, Sat: 10:00 AM - 1:00 AM",nan,nan,nan,nan,nan,nan,Nhà hàng chuyên phục vụ về các mặt hàng hải sản. Hải sản ở đây tươi sống mỗi ngày.,nan,nan,nan,"Lunch, Dinner, Brunch, Late Night, Drinks",nan,nan,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/cd/45/a4/caption.jpg?w=900&h=500&s=1
Bình Định,Nhà Hàng BamBoo,https://www.tripadvisor.com/Restaurant_Review-g608528-d23352932-Reviews-Nha_Hang_BamBoo-Quy_Nhon_Binh_Dinh_Province.html,"Thôn Lý Hoà, Quy Nhon 55000 Vietnam",nan,+84 93 465 13 28,bambootre.jsc@gmail.com,nan,nan,nan,nan,nan,nan,nan,nan,"Lấy cảm hứng từ Cây Tre, biểu tượng cho làng quê Việt Nam, cho sự thanh bình và giản dị. Nhà hàng Bamboo được thiết kế theo phong cách gần gũi với thiên nhiên, tạo nên không gian thân thiện nhưng cũng không kém phần đẳng cấp và sang trọng. Với hơn 350 chỗ ngồi, tọa lạc ngay trung tâm Xã Nhơn Lý, TP Quy Nhơn, được đầu tư trang thiết bị phục vụ hiện đại, Bamboo đáp ứng đầy đủ yêu cầu của nhiều thị t",1.0,18.0,nan,nan,nan,nan,nan
Bình Định,Quan Com Dong Que,https://www.tripadvisor.com/Restaurant_Review-g608528-d17783335-Reviews-Quan_Com_Dong_Que-Quy_Nhon_Binh_Dinh_Province.html,"67 Truong Chinh, Quy Nhon 590000 Vietnam",nan,+84 8 5321 6934,nan,nan,"Sun: 5:00 PM - 9:00 PM, Mon: 5:00 PM - 9:00 PM, Tue: 5:00 PM - 9:00 PM, Wed: 5:00 PM - 9:00 PM, Thu: 5:00 PM - 9:00 PM, Fri: 5:00 PM - 9:00 PM, Sat: 5:00 PM - 9:00 PM",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"Breakfast, Lunch, Dinner",nan,"Delivery, Takeout, Reservations, Outdoor Seating, Seating, Street Parking, Television, Wine and Beer, Cash Only, Free Wifi, Table Service, Live Music, Waterfront, Jazz Bar, Family style",nan
Bình Định,Hoang Huy,https://www.tripadvisor.com/Restaurant_Review-g608528-d1745777-Reviews-Hoang_Huy-Quy_Nhon_Binh_Dinh_Province.html,"Beach Road, Quy Nhon Vietnam",nan,nan,nan,#80 of 128 Restaurants in Quy Nhon,nan,2.0,nan,nan,nan,nan,1 review,nan,nan,nan,nan,nan,nan,nan,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/04/2f/8a/3b/looks-ok.jpg?w=900&h=500&s=1
Bình Định,Cá Ngừ Đại Dương Chị Thuận Quy Nhơn,https://www.tripadvisor.com/Restaurant_Review-g608528-d24134852-Reviews-Ca_Ng_D_i_Duong_Ch_Thu_n_Quy_Nhon-Quy_Nhon_Binh_Dinh_Province.html,"Lô Dc5, 15 Bùi Hữu Nghĩa, Quy Nhon Vietnam",nan,+84 90 544 70 81,nan,nan,"Sun: 10:00 AM - 10:00 PM, Mon: 10:00 AM - 10:00 PM, Tue: 10:00 AM - 10:00 PM, Wed: 10:00 AM - 10:00 PM, Thu: 10:00 AM - 10:00 PM, Fri: 10:00 AM - 10:00 PM, Sat: 10:00 AM - 10:00 PM",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"Lunch, Dinner",nan,nan,nan
Bình Định,Mon Go Restaurant,https://www.tripadvisor.com/Restaurant_Review-g608528-d25383042-Reviews-Mon_Go_Restaurant-Quy_Nhon_Binh_Dinh_Province.html,"158 Xuân Diệu, Quy Nhon Vietnam",nan,nan,nan,nan,"Sun: 10:00 AM - 12:00 AM, Mon: 10:00 AM - 12:00 AM, Tue: 10:00 AM - 12:00 AM, Wed: 10:00 AM - 12:00 AM, Thu: 10:00 AM - 12:00 AM, Fri: 10:00 AM - 12:00 AM, Sat: 10:00 AM - 12:00 AM",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"Lunch, Dinner, Late Night, Drinks",nan,nan,nan
Bình Định,Bep Nha Xu Nau,https://www.tripadvisor.com/Restaurant_Review-g608528-d20379112-Reviews-Bep_Nha_Xu_Nau-Quy_Nhon_Binh_Dinh_Province.html,"68 Nam Cao, Ghenh Rang, Quy Nhon 591300 Vietnam",nan,+(84)9095609008,bepnhaxunau.ghenhrang.quynhon@gmail.com,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,20.0,nan,nan,nan,nan,nan
Bình Định,Lebon Restaurant,https://www.tripadvisor.com/Restaurant_Review-g608528-d25243337-Reviews-Lebon_Restaurant-Quy_Nhon_Binh_Dinh_Province.html,"1H1 Nguyễn Thị Định, Nguyễn Văn Cừ Góc Trần Văn Ơn và Nguyễn Thị Định, Quy Nhon 55000 Vietnam",nan,+84 256 2226 868,sales@lamorboutiquehotel.com,nan,"Sun: 11:00 AM - 10:00 PM, Mon: 11:00 AM - 10:00 PM, Tue: 11:00 AM - 10:00 PM, Wed: 11:00 AM - 10:00 PM, Thu: 11:00 AM - 10:00 PM, Fri: 11:00 AM - 10:00 PM, Sat: 11:00 AM - 10:00 PM",nan,nan,nan,nan,nan,nan,"Nhà hàng ẩm thực fusion , pha trộn các món ăn khác nhau giữa các nền ẩm thực Âu, Á",nan,nan,nan,"Lunch, Dinner",nan,nan,nan
Bình Định,Banh Hoi Chao Long Hong Thanh,https://www.tripadvisor.com/Restaurant_Review-g608528-d14112130-Reviews-Banh_Hoi_Chao_Long_Hong_Thanh-Quy_Nhon_Binh_Dinh_Province.html,"22 Phan Boi Chau, Quy Nhon 590000 Vietnam",https://www.facebook.com/banhhoiHongThanh/,+84 168 493 8370,banhhoihongthanh@gmail.com,nan,nan,nan,nan,nan,nan,nan,nan,"This is a small local restaurant serving one of the famous specialty of Quy Nhon ""Banh hoi chao long"". Main ingredients are pig's tripes and fine rice vermicelli, very delicious. Price is very reasonable, 25.000vnd ~ 1.1$. It is worth to try if it is your first time to Quy Nhon, Vietnam. Opening hour: from 6AM to 10'30AM. It is suitable for family guest, tourist groups...",0.0,2.0,nan,nan,nan,nan,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/05/ef/2f/getlstd-property-photo.jpg?w=900&h=500&s=1
Bình Định,Sushi Haru - Quy Nhơn,https://www.tripadvisor.com/Restaurant_Review-g608528-d21138080-Reviews-Sushi_Haru_Quy_Nhon-Quy_Nhon_Binh_Dinh_Province.html,"150 Ỷ Lan, Quy Nhon Vietnam",nan,+84 90 192 34 68,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Bình Định,For Teen - Lau & Nuong,https://www.tripadvisor.com/Restaurant_Review-g608528-d15871296-Reviews-For_Teen_Lau_Nuong-Quy_Nhon_Binh_Dinh_Province.html,"45 Hoang Dieu, Quy Nhon 590000 Vietnam",nan,+84 90 595 79 67,nan,#81 of 128 Restaurants in Quy Nhon,nan,2.0,nan,nan,nan,nan,1 review,nan,nan,nan,nan,nan,nan,nan,nan
Bình Định,Saigon Bistro,https://www.tripadvisor.com/Restaurant_Review-g608528-d18927815-Reviews-Saigon_Bistro-Quy_Nhon_Binh_Dinh_Province.html,"Nguyen Trung Tin, Quy Nhon Vietnam",nan,+84 91 495 91 91,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Bình Định,Life Is A Beach,https://www.tripadvisor.com/Restaurant_Review-g608528-d28040509-Reviews-Life_Is_A_Beach-Quy_Nhon_Binh_Dinh_Province.html,"Beach Near Avani Resort Quy Nhon, Quy Nhon Vietnam",nan,nan,nan,nan,"Sun: 5:00 AM - 2:00 AM, Mon: 5:00 AM - 2:00 AM, Tue: 5:00 AM - 2:00 AM, Wed: 5:00 AM - 2:00 AM, Thu: 5:00 AM - 2:00 AM, Fri: 5:00 AM - 2:00 AM, Sat: 5:00 AM - 2:00 AM",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"Breakfast, Lunch, Dinner",nan,nan,nan
Bình Định,Am Thuc Dau,https://www.tripadvisor.com/Restaurant_Review-g608528-d21126047-Reviews-Am_Thuc_Dau-Quy_Nhon_Binh_Dinh_Province.html,"24 Nguyen Lu, Quy Nhon 55000 Vietnam",https://www.facebook.com/amthucdau/,+84 33 337 0011,lamdq@amthucdau.vn,nan,nan,nan,nan,nan,nan,nan,nan,"Bean Cuisine serves traditional Vietnamese dishes such as: Congee porridge, Porridge with rice, Rice noodles with shrimp sauce, Rieu hotpot, ...",1.0,4.0,nan,nan,nan,nan,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/8c/8d/10/getlstd-property-photo.jpg?w=900&h=500&s=1
Bình Định,Nha Hang Fulok - Champa,https://www.tripadvisor.com/Restaurant_Review-g608528-d14135907-Reviews-Nha_Hang_Fulok_Champa-Quy_Nhon_Binh_Dinh_Province.html,"50/1 An Duong Vuong, Quy Nhon 590000 Vietnam",https://www.facebook.com/nhahangfulok/,+84 93 474 45 66,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,16.0,nan,nan,nan,nan,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/1a/05/b2/getlstd-property-photo.jpg?w=900&h=500&s=1
Bình Định,Nha Hang Du Lich Hon Kho,https://www.tripadvisor.com/Restaurant_Review-g608528-d17415328-Reviews-Nha_Hang_Du_Lich_Hon_Kho-Quy_Nhon_Binh_Dinh_Province.html,"Hai Bac Hamlet, Nhon Hai Commune, Quy Nhon 590000 Vietnam",nan,0256 844 567,nhahangdulichhonkho@gmail.com,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Bình Định,Bep Nha Xu Nau,https://www.tripadvisor.com/Restaurant_Review-g608528-d20381807-Reviews-Bep_Nha_Xu_Nau-Quy_Nhon_Binh_Dinh_Province.html,"68 Nam Cao Ghenh Rang, Quy Nhon Vietnam",nan,+84 90 560 90 08,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Bình Định,Quand Oc Hao,https://www.tripadvisor.com/Restaurant_Review-g608528-d25260973-Reviews-Quand_Oc_Hao-Quy_Nhon_Binh_Dinh_Province.html,"248 Xiang Dieu, Quy Nhon Vietnam",nan,+84 388 938 525,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Bình Định,Luna Coffee,https://www.tripadvisor.com/Restaurant_Review-g608528-d12918416-Reviews-Luna_Coffee-Quy_Nhon_Binh_Dinh_Province.html,"263/7 Hoang Van Thu, Quy Nhon 820000 Vietnam",nan,+84 93 452 71 02,nan,nan,nan,nan,nan,nan,nan,nan,nan,"Luna Coffee Is Cozy Cafe/Bar complete with a pool table, which serves great coffee, cocktails, beer, and a range of Vietnamese and European food.",0.0,2.0,nan,nan,nan,nan,nan
Bình Định,Nha hang Container,https://www.tripadvisor.com/Restaurant_Review-g608528-d12610247-Reviews-Nha_hang_Container-Quy_Nhon_Binh_Dinh_Province.html,"01A Tran Thi Ky, Quy Nhon Vietnam",nan,+84 91 490 75 55,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Bình Định,Quán Bún Cá Quê Hương,https://www.tripadvisor.com/Restaurant_Review-g608528-d23320012-Reviews-Quan_Bun_Ca_Que_Huong-Quy_Nhon_Binh_Dinh_Province.html,"136 Đường Nguyễn Huệ Trần Phú, Quy Nhon Vietnam",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Bình Định,Bun Bo Hem,https://www.tripadvisor.com/Restaurant_Review-g608528-d17414635-Reviews-Bun_Bo_Hem-Quy_Nhon_Binh_Dinh_Province.html,"158 Dien Hong, Quy Nhon 590000 Vietnam",nan,+84 122 414 8925,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Bình Định,Nem cha nuong cuon • Bun kho thit nuong • Hoa,https://www.tripadvisor.com/Restaurant_Review-g608528-d21041465-Reviews-Nem_cha_nuong_cuon_Bun_kho_thit_nuong_Hoa-Quy_Nhon_Binh_Dinh_Province.html,Quy Nhon Vietnam,nan,+84 98 880 88 41,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Bình Định,Tịnh tour Hải Sản Sống,https://www.tripadvisor.com/Restaurant_Review-g608528-d24015109-Reviews-Ti_nh_tour_Ha_i_Sa_n_So_ng-Quy_Nhon_Binh_Dinh_Province.html,"Thôn Lý Lương, Quy Nhon Vietnam",nan,+84 366 895 954,vinh01243@gmail.com,nan,"Sun: 12:00 AM - 11:59 PM, Mon: 12:00 AM - 11:59 PM, Tue: 12:00 AM - 11:59 PM, Wed: 12:00 AM - 11:59 PM, Thu: 12:00 AM - 11:59 PM, Fri: 12:00 AM - 11:59 PM, Sat: 12:00 AM - 11:59 PM",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"Breakfast, Lunch, Dinner",nan,nan,nan
Bình Định,Bonjour Bistro,https://www.tripadvisor.com/Restaurant_Review-g14557698-d19882077-Reviews-Bonjour_Bistro-Hoai_Nhon_Binh_Dinh_Province.html,"74 Tran Phu Bong Son, Hoai Nhon Vietnam",nan,+84 93 481 64 63,nan,#1 of 1 Restaurant in Hoai Nhon,nan,nan,nan,nan,nan,nan,nan,nan,1.0,5.0,nan,nan,nan,nan,nan
Bình Định,Banh Xeo Tom Nhay Rau Mam,https://www.tripadvisor.com/Restaurant_Review-g608528-d20297818-Reviews-Banh_Xeo_Tom_Nhay_Rau_Mam-Quy_Nhon_Binh_Dinh_Province.html,"91 Dong Đa Thi Nai, Quy Nhon Vietnam",nan,+84 256 3823 258,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Bình Định,Bún Đậu Hoa Phượng Đỏ,https://www.tripadvisor.com/Restaurant_Review-g608528-d28005546-Reviews-Bun_D_u_Hoa_Phu_ng_D-Quy_Nhon_Binh_Dinh_Province.html,"25 Lê Hồng Phong, Quy Nhon 55106 Vietnam",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Bình Định,Fuji Sushi,https://www.tripadvisor.com/Restaurant_Review-g608528-d19595458-Reviews-Fuji_Sushi-Quy_Nhon_Binh_Dinh_Province.html,"51 Le Hong Phong, Quy Nhon 590000 Vietnam",nan,+84 93 262 50 53,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Bình Định,Nhà Hàng Sinh Thái An Nam - Gà Tộc Cơm Lam,https://www.tripadvisor.com/Restaurant_Review-g608528-d27662635-Reviews-Nha_Hang_Sinh_Thai_An_Nam_Ga_T_c_Com_Lam-Quy_Nhon_Binh_Dinh_Province.html,"Quốc Lộ 1d, Quy Nhon 55000 Vietnam",nan,+84 70 5112 379,tapdoanhappyworld@gmail.com,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Bình Định,Bun Khai,https://www.tripadvisor.com/Restaurant_Review-g608528-d7370501-Reviews-Bun_Khai-Quy_Nhon_Binh_Dinh_Province.html,"148 Phan Boi Chau, Quy Nhon Vietnam",nan,+84 98 335 41 68,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Bình Dương,Oryzaa Restaurant,https://www.tripadvisor.com/Restaurant_Review-g11981259-d23488850-Reviews-Oryzaa_Restaurant-Thuan_An_Binh_Duong_Province.html,"No. 5 Huu Nghi Avenue, Vietnam-Singapore Industrial Park , Binh Hoa Ward Fairfield by Marriott South Binh Duong, Thuan An 820000 Vietnam",nan,+84 274 3787 300,nan,#1 of 23 Restaurants in Thuan An,"Sun: 6:30 AM - 10:00 PM, Mon: 6:30 AM - 10:00 PM, Tue: 6:30 AM - 10:00 PM, Wed: 6:30 AM - 10:00 PM, Thu: 6:30 AM - 10:00 PM, Fri: 6:30 AM - 10:00 PM, Sat: 6:30 AM - 10:00 PM",5.0,4.8,5.0,5.0,nan,23 reviews,"ORYZAA - AN ATTRACTIVE CULINARY RENDEZVOUS If you are looking for the unique flavour of Binh Duong and an excellent culinary experience in this up and coming city, ORYZAA is a must-visit destination where you can indulge in an array of wonderfully delicious dishes.",nan,nan,nan,"Breakfast, Lunch, Dinner",nan,"Reservations, Outdoor Seating, Buffet, Seating, Accepts Credit Cards, Table Service",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/40/2c/ab/oryzaa.jpg?w=900&h=500&s=1
Bình Dương,King's Grill,https://www.tripadvisor.com/Restaurant_Review-g3311194-d27929294-Reviews-King_s_Grill-Thu_Dau_Mot_Binh_Duong_Province.html,"34 Đường Hoàng Văn Thụ, Thu Dau Mot Vietnam",nan,+84 33 666 7301,kingsgrill34bd@gmail.com,#1 of 63 Restaurants in Thu Dau Mot,"Sun: 4:00 PM - 11:30 PM, Mon: 4:00 PM - 11:30 PM, Tue: 4:00 PM - 11:30 PM, Wed: 4:00 PM - 11:30 PM, Thu: 4:00 PM - 11:30 PM, Fri: 4:00 PM - 11:30 PM, Sat: 4:00 PM - 11:30 PM",5.0,5.0,5.0,5.0,5.0,11 reviews,nan,nan,nan,nan,Dinner,nan,Reservations,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/8a/d8/18/nha-hang-chau-a-menu.jpg?w=900&h=500&s=1
